instant,Date,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp(°C),atemp,humidity(%),windspeed,Casual,Member,Total_rides,Weekday,Season
13563,2012-07-24,3,1,7,7,False,1,True,1,24.9,28.0,74.0,17.7,24,492,516,Tuesday,Summer
13564,2012-07-24,3,1,7,8,False,1,True,1,26.8,30.0,70.0,20.9,49,694,743,Tuesday,Summer
13565,2012-07-24,3,1,7,9,False,1,True,1,31.5,37.0,53.0,0.0,40,299,339,Tuesday,Summer
13566,2012-07-24,3,1,7,10,False,1,True,1,30.5,36.0,56.0,32.2,62,156,218,Tuesday,Summer
13567,2012-07-24,3,1,7,11,False,1,True,2,31.5,37.0,53.0,35.4,45,156,201,Tuesday,Summer
13568,2012-07-24,3,1,7,12,False,1,True,2,30.5,36.0,56.0,24.1,60,169,229,Tuesday,Summer
13569,2012-07-24,3,1,7,13,False,1,True,2,31.5,37.0,53.0,32.2,73,200,273,Tuesday,Summer
13570,2012-07-24,3,1,7,14,False,1,True,2,31.5,37.0,53.0,24.1,48,196,244,Tuesday,Summer
13571,2012-07-24,3,1,7,15,False,1,True,1,30.5,35.0,49.0,32.2,73,212,285,Tuesday,Summer
13572,2012-07-24,3,1,7,16,False,1,True,1,29.6,34.0,55.0,32.2,86,369,455,Tuesday,Summer
13573,2012-07-24,3,1,7,17,False,1,True,1,29.6,33.0,52.0,35.4,94,775,869,Tuesday,Summer
13574,2012-07-24,3,1,7,18,False,1,True,1,27.7,31.0,62.0,35.4,110,767,877,Tuesday,Summer
13575,2012-07-24,3,1,7,19,False,1,True,1,27.7,31.0,62.0,17.7,109,523,632,Tuesday,Summer
13576,2012-07-24,3,1,7,20,False,1,True,1,26.8,30.0,66.0,17.7,85,438,523,Tuesday,Summer
13577,2012-07-24,3,1,7,21,False,1,True,1,26.8,30.0,66.0,24.1,53,325,378,Tuesday,Summer
13578,2012-07-24,3,1,7,22,False,1,True,1,26.8,30.0,66.0,27.4,43,226,269,Tuesday,Summer
13579,2012-07-24,3,1,7,23,False,1,True,1,26.8,29.0,58.0,35.4,38,154,192,Tuesday,Summer
13580,2012-07-25,3,1,7,0,False,2,True,1,25.8,28.0,58.0,32.2,9,57,66,Wednesday,Summer
13581,2012-07-25,3,1,7,1,False,2,True,1,24.9,27.0,58.0,20.9,2,26,28,Wednesday,Summer
13582,2012-07-25,3,1,7,2,False,2,True,1,24.0,26.0,61.0,24.1,1,11,12,Wednesday,Summer
13583,2012-07-25,3,1,7,3,False,2,True,1,23.0,25.0,65.0,24.1,1,11,12,Wednesday,Summer
13584,2012-07-25,3,1,7,4,False,2,True,1,22.1,24.0,65.0,24.1,0,4,4,Wednesday,Summer
13585,2012-07-25,3,1,7,5,False,2,True,1,22.1,24.0,65.0,17.7,5,54,59,Wednesday,Summer
13586,2012-07-25,3,1,7,6,False,2,True,1,22.1,24.0,65.0,20.9,11,179,190,Wednesday,Summer
13587,2012-07-25,3,1,7,7,False,2,True,1,23.0,25.0,50.0,35.4,34,473,507,Wednesday,Summer
13588,2012-07-25,3,1,7,8,False,2,True,1,24.9,26.0,42.0,27.4,43,745,788,Wednesday,Summer
13589,2012-07-25,3,1,7,9,False,2,True,1,25.8,27.0,37.0,32.2,65,277,342,Wednesday,Summer
13590,2012-07-25,3,1,7,10,False,2,True,1,26.8,27.0,37.0,0.0,68,163,231,Wednesday,Summer
13591,2012-07-25,3,1,7,11,False,2,True,1,27.7,28.0,33.0,0.0,79,202,281,Wednesday,Summer
13592,2012-07-25,3,1,7,12,False,2,True,1,27.7,28.0,33.0,0.0,77,233,310,Wednesday,Summer
13593,2012-07-25,3,1,7,13,False,2,True,1,28.7,29.0,31.0,17.7,81,231,312,Wednesday,Summer
13594,2012-07-25,3,1,7,14,False,2,True,1,29.6,30.0,29.0,14.5,88,159,247,Wednesday,Summer
13595,2012-07-25,3,1,7,15,False,2,True,1,28.7,29.0,31.0,9.7,94,223,317,Wednesday,Summer
13596,2012-07-25,3,1,7,16,False,2,True,1,29.6,30.0,29.0,17.7,91,393,484,Wednesday,Summer
13597,2012-07-25,3,1,7,17,False,2,True,1,29.6,30.0,31.0,0.0,130,783,913,Wednesday,Summer
13598,2012-07-25,3,1,7,18,False,2,True,1,29.6,30.0,27.0,14.5,104,787,891,Wednesday,Summer
13599,2012-07-25,3,1,7,19,False,2,True,1,27.7,28.0,33.0,14.5,116,582,698,Wednesday,Summer
13600,2012-07-25,3,1,7,20,False,2,True,1,26.8,27.0,40.0,17.7,106,461,567,Wednesday,Summer
13601,2012-07-25,3,1,7,21,False,2,True,1,25.8,27.0,45.0,14.5,71,326,397,Wednesday,Summer
13602,2012-07-25,3,1,7,22,False,2,True,1,24.9,27.0,58.0,14.5,55,223,278,Wednesday,Summer
13603,2012-07-25,3,1,7,23,False,2,True,1,24.0,26.0,57.0,32.2,52,187,239,Wednesday,Summer
13604,2012-07-26,3,1,7,0,False,3,True,1,23.0,25.0,65.0,20.9,27,65,92,Thursday,Summer
13605,2012-07-26,3,1,7,1,False,3,True,1,23.0,25.0,65.0,24.1,6,23,29,Thursday,Summer
13606,2012-07-26,3,1,7,2,False,3,True,1,23.0,25.0,69.0,27.4,5,16,21,Thursday,Summer
13607,2012-07-26,3,1,7,3,False,3,True,1,23.0,25.0,69.0,24.1,0,8,8,Thursday,Summer
13608,2012-07-26,3,1,7,4,False,3,True,1,23.0,25.0,74.0,20.9,0,4,4,Thursday,Summer
13609,2012-07-26,3,1,7,5,False,3,True,1,23.0,25.0,74.0,20.9,2,40,42,Thursday,Summer
13610,2012-07-26,3,1,7,6,False,3,True,1,23.0,24.0,78.0,27.4,16,165,181,Thursday,Summer
13611,2012-07-26,3,1,7,7,False,3,True,1,24.9,28.0,74.0,27.4,17,478,495,Thursday,Summer
13612,2012-07-26,3,1,7,8,False,3,True,2,24.9,28.0,74.0,27.4,49,680,729,Thursday,Summer
13613,2012-07-26,3,1,7,9,False,3,True,2,25.8,29.0,70.0,14.5,55,289,344,Thursday,Summer
13614,2012-07-26,3,1,7,10,False,3,True,1,26.8,30.0,70.0,24.1,79,143,222,Thursday,Summer
13615,2012-07-26,3,1,7,11,False,3,True,1,29.6,37.0,66.0,24.1,69,143,212,Thursday,Summer
13616,2012-07-26,3,1,7,12,False,3,True,1,31.5,38.0,56.0,27.4,73,206,279,Thursday,Summer
13617,2012-07-26,3,1,7,13,False,3,True,1,32.4,39.0,53.0,32.2,53,189,242,Thursday,Summer
13618,2012-07-26,3,1,7,14,False,3,True,1,34.3,42.0,47.0,27.4,62,151,213,Thursday,Summer
13619,2012-07-26,3,1,7,15,False,3,True,1,35.2,43.0,42.0,32.2,65,173,238,Thursday,Summer
13620,2012-07-26,3,1,7,16,False,3,True,1,36.2,42.0,38.0,41.8,62,312,374,Thursday,Summer
13621,2012-07-26,3,1,7,17,False,3,True,1,34.3,41.0,45.0,45.1,110,628,738,Thursday,Summer
13622,2012-07-26,3,1,7,18,False,3,True,1,35.2,42.0,40.0,38.6,73,615,688,Thursday,Summer
13623,2012-07-26,3,1,7,19,False,3,True,1,34.3,41.0,45.0,35.4,80,534,614,Thursday,Summer
13624,2012-07-26,3,1,7,20,False,3,True,1,32.4,38.0,50.0,27.4,47,399,446,Thursday,Summer
13625,2012-07-26,3,1,7,21,False,3,True,1,29.6,33.0,49.0,66.0,35,236,271,Thursday,Summer
13626,2012-07-26,3,1,7,22,False,3,True,1,29.6,33.0,49.0,66.0,33,201,234,Thursday,Summer
13627,2012-07-26,3,1,7,23,False,3,True,1,25.8,29.0,70.0,14.5,18,127,145,Thursday,Summer
13628,2012-07-27,3,1,7,0,False,4,True,1,25.8,29.0,70.0,0.0,14,83,97,Friday,Summer
13629,2012-07-27,3,1,7,1,False,4,True,1,25.8,29.0,70.0,11.3,12,42,54,Friday,Summer
13630,2012-07-27,3,1,7,2,False,4,True,1,24.9,28.0,79.0,14.5,8,18,26,Friday,Summer
13631,2012-07-27,3,1,7,3,False,4,True,1,24.9,28.0,74.0,17.7,3,9,12,Friday,Summer
13632,2012-07-27,3,1,7,4,False,4,True,1,24.9,28.0,79.0,0.0,3,5,8,Friday,Summer
13633,2012-07-27,3,1,7,5,False,4,True,1,24.9,28.0,84.0,0.0,3,34,37,Friday,Summer
13634,2012-07-27,3,1,7,6,False,4,True,1,24.9,28.0,79.0,0.0,10,129,139,Friday,Summer
13635,2012-07-27,3,1,7,7,False,4,True,1,25.8,29.0,70.0,20.9,13,397,410,Friday,Summer
13636,2012-07-27,3,1,7,8,False,4,True,1,27.7,32.0,66.0,9.7,34,642,676,Friday,Summer
13637,2012-07-27,3,1,7,9,False,4,True,1,30.5,35.0,49.0,30.6,34,329,363,Friday,Summer
13638,2012-07-27,3,1,7,10,False,4,True,1,31.5,35.0,47.0,0.0,85,146,231,Friday,Summer
13639,2012-07-27,3,1,7,11,False,4,True,1,31.5,35.0,47.0,35.4,67,184,251,Friday,Summer
13640,2012-07-27,3,1,7,12,False,4,True,1,31.5,36.0,49.0,38.6,92,207,299,Friday,Summer
13641,2012-07-27,3,1,7,13,False,4,True,1,31.5,35.0,47.0,30.6,83,231,314,Friday,Summer
13642,2012-07-27,3,1,7,14,False,4,True,1,32.4,37.0,47.0,32.2,105,221,326,Friday,Summer
13643,2012-07-27,3,1,7,15,False,4,True,1,32.4,36.0,41.0,24.1,81,242,323,Friday,Summer
13644,2012-07-27,3,1,7,16,False,4,True,1,31.5,35.0,47.0,24.1,80,419,499,Friday,Summer
13645,2012-07-27,3,1,7,17,False,4,True,1,32.4,36.0,41.0,30.6,101,598,699,Friday,Summer
13646,2012-07-27,3,1,7,18,False,4,True,1,30.5,34.0,46.0,17.7,100,522,622,Friday,Summer
13647,2012-07-27,3,1,7,19,False,4,True,1,30.5,35.0,52.0,20.9,93,423,516,Friday,Summer
13648,2012-07-27,3,1,7,20,False,4,True,1,28.7,33.0,59.0,11.3,85,269,354,Friday,Summer
13649,2012-07-27,3,1,7,21,False,4,True,1,28.7,33.0,59.0,11.3,71,189,260,Friday,Summer
13650,2012-07-27,3,1,7,22,False,4,True,1,28.7,33.0,59.0,14.5,48,151,199,Friday,Summer
13651,2012-07-27,3,1,7,23,False,4,True,1,27.7,32.0,66.0,0.0,34,155,189,Friday,Summer
13652,2012-07-28,3,1,7,0,False,5,False,1,26.8,29.0,62.0,14.5,21,170,191,Saturday,Summer
13653,2012-07-28,3,1,7,1,False,5,False,1,25.8,29.0,70.0,9.7,11,69,80,Saturday,Summer
13654,2012-07-28,3,1,7,2,False,5,False,1,25.8,29.0,70.0,0.0,14,76,90,Saturday,Summer
13655,2012-07-28,3,1,7,3,False,5,False,1,25.8,29.0,70.0,0.0,10,33,43,Saturday,Summer
13656,2012-07-28,3,1,7,4,False,5,False,1,24.9,28.0,79.0,20.9,1,10,11,Saturday,Summer
13657,2012-07-28,3,1,7,5,False,5,False,1,24.0,26.0,79.0,17.7,4,10,14,Saturday,Summer
13658,2012-07-28,3,1,7,6,False,5,False,1,24.9,27.0,70.0,11.3,10,40,50,Saturday,Summer
13659,2012-07-28,3,1,7,7,False,5,False,1,25.8,29.0,70.0,14.5,18,58,76,Saturday,Summer
13660,2012-07-28,3,1,7,8,False,5,False,1,26.8,30.0,66.0,17.7,36,127,163,Saturday,Summer
13661,2012-07-28,3,1,7,9,False,5,False,1,28.7,33.0,59.0,11.3,110,227,337,Saturday,Summer
13662,2012-07-28,3,1,7,10,False,5,False,1,30.5,35.0,52.0,24.1,129,266,395,Saturday,Summer
13663,2012-07-28,3,1,7,11,False,5,False,1,31.5,33.0,39.0,24.1,162,295,457,Saturday,Summer
13664,2012-07-28,3,1,7,12,False,5,False,1,31.5,34.0,41.0,24.1,157,330,487,Saturday,Summer
13665,2012-07-28,3,1,7,13,False,5,False,1,32.4,36.0,41.0,30.6,173,325,498,Saturday,Summer
13666,2012-07-28,3,1,7,14,False,5,False,1,32.4,35.0,39.0,27.4,186,308,494,Saturday,Summer
13667,2012-07-28,3,1,7,15,False,5,False,1,33.4,35.0,32.0,30.6,206,291,497,Saturday,Summer
13668,2012-07-28,3,1,7,16,False,5,False,1,32.4,35.0,39.0,24.1,208,279,487,Saturday,Summer
13669,2012-07-28,3,1,7,17,False,5,False,1,30.5,34.0,46.0,20.9,199,280,479,Saturday,Summer
13670,2012-07-28,3,1,7,18,False,5,False,1,30.5,33.0,43.0,30.6,151,330,481,Saturday,Summer
13671,2012-07-28,3,1,7,19,False,5,False,1,24.0,26.0,83.0,0.0,115,223,338,Saturday,Summer
13672,2012-07-28,3,1,7,20,False,5,False,1,23.0,24.0,83.0,24.1,79,154,233,Saturday,Summer
13673,2012-07-28,3,1,7,21,False,5,False,1,23.0,24.0,78.0,9.7,94,206,300,Saturday,Summer
13674,2012-07-28,3,1,7,22,False,5,False,1,23.0,24.0,78.0,9.7,88,188,276,Saturday,Summer
13675,2012-07-28,3,1,7,23,False,5,False,1,23.0,24.0,83.0,9.7,52,156,208,Saturday,Summer
13676,2012-07-29,3,1,7,0,False,6,False,1,23.0,23.0,89.0,14.5,59,129,188,Sunday,Summer
13677,2012-07-29,3,1,7,1,False,6,False,1,23.0,24.0,83.0,11.3,49,109,158,Sunday,Summer
13678,2012-07-29,3,1,7,2,False,6,False,1,23.0,25.0,74.0,14.5,33,79,112,Sunday,Summer
13679,2012-07-29,3,1,7,3,False,6,False,1,23.0,25.0,69.0,24.1,18,37,55,Sunday,Summer
13680,2012-07-29,3,1,7,4,False,6,False,1,22.1,24.0,69.0,20.9,2,11,13,Sunday,Summer
13681,2012-07-29,3,1,7,5,False,6,False,1,21.1,23.0,78.0,20.9,3,14,17,Sunday,Summer
13682,2012-07-29,3,1,7,6,False,6,False,1,22.1,24.0,73.0,17.7,6,12,18,Sunday,Summer
13683,2012-07-29,3,1,7,7,False,6,False,1,23.0,25.0,69.0,27.4,4,36,40,Sunday,Summer
13684,2012-07-29,3,1,7,8,False,6,False,1,24.9,27.0,65.0,24.1,37,90,127,Sunday,Summer
13685,2012-07-29,3,1,7,9,False,6,False,1,25.8,29.0,62.0,27.4,64,162,226,Sunday,Summer
13686,2012-07-29,3,1,7,10,False,6,False,1,26.8,29.0,62.0,0.0,123,258,381,Sunday,Summer
13687,2012-07-29,3,1,7,11,False,6,False,1,27.7,30.0,55.0,24.1,183,326,509,Sunday,Summer
13688,2012-07-29,3,1,7,12,False,6,False,1,27.7,30.0,55.0,35.4,154,357,511,Sunday,Summer
13689,2012-07-29,3,1,7,13,False,6,False,1,29.6,33.0,49.0,24.1,181,302,483,Sunday,Summer
13690,2012-07-29,3,1,7,14,False,6,False,1,29.6,32.0,46.0,20.9,231,291,522,Sunday,Summer
13691,2012-07-29,3,1,7,15,False,6,False,1,29.6,32.0,43.0,14.5,195,306,501,Sunday,Summer
13692,2012-07-29,3,1,7,16,False,6,False,1,29.6,32.0,43.0,14.5,191,330,521,Sunday,Summer
13693,2012-07-29,3,1,7,17,False,6,False,1,30.5,33.0,41.0,17.7,164,367,531,Sunday,Summer
13694,2012-07-29,3,1,7,18,False,6,False,1,29.6,31.0,41.0,32.2,117,302,419,Sunday,Summer
13695,2012-07-29,3,1,7,19,False,6,False,1,27.7,30.0,55.0,17.7,143,300,443,Sunday,Summer
13696,2012-07-29,3,1,7,20,False,6,False,1,26.8,30.0,66.0,11.3,75,228,303,Sunday,Summer
13697,2012-07-29,3,1,7,21,False,6,False,1,25.8,29.0,70.0,14.5,72,199,271,Sunday,Summer
13698,2012-07-29,3,1,7,22,False,6,False,1,24.9,27.0,70.0,11.3,31,117,148,Sunday,Summer
13699,2012-07-29,3,1,7,23,False,6,False,1,24.9,27.0,70.0,0.0,18,82,100,Sunday,Summer
13700,2012-07-30,3,1,7,0,False,0,True,1,24.9,28.0,74.0,9.7,12,46,58,Monday,Summer
13701,2012-07-30,3,1,7,1,False,0,True,1,24.9,28.0,74.0,0.0,4,15,19,Monday,Summer
13702,2012-07-30,3,1,7,2,False,0,True,1,24.0,26.0,74.0,0.0,2,6,8,Monday,Summer
13703,2012-07-30,3,1,7,3,False,0,True,1,23.0,24.0,83.0,0.0,0,3,3,Monday,Summer
13704,2012-07-30,3,1,7,4,False,0,True,1,23.0,24.0,83.0,0.0,0,5,5,Monday,Summer
13705,2012-07-30,3,1,7,5,False,0,True,1,23.0,24.0,83.0,11.3,4,43,47,Monday,Summer
13706,2012-07-30,3,1,7,6,False,0,True,1,23.0,24.0,83.0,17.7,6,155,161,Monday,Summer
13707,2012-07-30,3,1,7,7,False,0,True,1,24.9,28.0,79.0,9.7,14,455,469,Monday,Summer
13708,2012-07-30,3,1,7,8,False,0,True,2,25.8,30.0,74.0,11.3,31,720,751,Monday,Summer
13709,2012-07-30,3,1,7,9,False,0,True,2,26.8,30.0,70.0,0.0,34,259,293,Monday,Summer
13710,2012-07-30,3,1,7,10,False,0,True,2,26.8,30.0,66.0,24.1,54,135,189,Monday,Summer
13711,2012-07-30,3,1,7,11,False,0,True,2,28.7,32.0,55.0,14.5,69,146,215,Monday,Summer
13712,2012-07-30,3,1,7,12,False,0,True,2,27.7,31.0,58.0,11.3,77,201,278,Monday,Summer
13713,2012-07-30,3,1,7,13,False,0,True,1,29.6,33.0,49.0,17.7,57,169,226,Monday,Summer
13714,2012-07-30,3,1,7,14,False,0,True,1,29.6,33.0,49.0,24.1,87,167,254,Monday,Summer
13715,2012-07-30,3,1,7,15,False,0,True,1,29.6,33.0,49.0,27.4,51,185,236,Monday,Summer
13716,2012-07-30,3,1,7,16,False,0,True,1,29.6,33.0,49.0,30.6,88,337,425,Monday,Summer
13717,2012-07-30,3,1,7,17,False,0,True,1,27.7,30.0,55.0,35.4,62,765,827,Monday,Summer
13718,2012-07-30,3,1,7,18,False,0,True,1,27.7,31.0,58.0,45.1,77,735,812,Monday,Summer
13719,2012-07-30,3,1,7,19,False,0,True,1,30.5,35.0,52.0,17.7,81,584,665,Monday,Summer
13720,2012-07-30,3,1,7,20,False,0,True,1,25.8,29.0,70.0,24.1,78,384,462,Monday,Summer
13721,2012-07-30,3,1,7,21,False,0,True,1,25.8,29.0,70.0,20.9,71,251,322,Monday,Summer
13722,2012-07-30,3,1,7,22,False,0,True,2,24.9,28.0,74.0,24.1,47,183,230,Monday,Summer
13723,2012-07-30,3,1,7,23,False,0,True,1,24.9,28.0,74.0,20.9,34,116,150,Monday,Summer
13724,2012-07-31,3,1,7,0,False,1,True,1,24.0,26.0,79.0,14.5,11,27,38,Tuesday,Summer
13725,2012-07-31,3,1,7,1,False,1,True,1,23.0,24.0,83.0,14.5,3,18,21,Tuesday,Summer
13726,2012-07-31,3,1,7,2,False,1,True,1,23.0,24.0,83.0,14.5,0,8,8,Tuesday,Summer
13727,2012-07-31,3,1,7,3,False,1,True,1,23.0,24.0,83.0,9.7,1,5,6,Tuesday,Summer
13728,2012-07-31,3,1,7,4,False,1,True,1,23.0,24.0,83.0,9.7,0,6,6,Tuesday,Summer
13729,2012-07-31,3,1,7,5,False,1,True,1,23.0,24.0,83.0,17.7,5,40,45,Tuesday,Summer
13730,2012-07-31,3,1,7,6,False,1,True,1,22.1,22.0,89.0,17.7,2,192,194,Tuesday,Summer
13731,2012-07-31,3,1,7,7,False,1,True,1,24.0,26.0,83.0,24.1,21,492,513,Tuesday,Summer
13732,2012-07-31,3,1,7,8,False,1,True,1,24.9,28.0,79.0,14.5,30,730,760,Tuesday,Summer
13733,2012-07-31,3,1,7,9,False,1,True,1,25.8,29.0,70.0,11.3,31,302,333,Tuesday,Summer
13734,2012-07-31,3,1,7,10,False,1,True,1,25.8,29.0,66.0,0.0,73,154,227,Tuesday,Summer
13735,2012-07-31,3,1,7,11,False,1,True,1,27.7,31.0,58.0,0.0,54,170,224,Tuesday,Summer
13736,2012-07-31,3,1,7,12,False,1,True,1,29.6,32.0,46.0,0.0,50,198,248,Tuesday,Summer
13737,2012-07-31,3,1,7,13,False,1,True,1,29.6,34.0,55.0,30.6,69,219,288,Tuesday,Summer
13738,2012-07-31,3,1,7,14,False,1,True,1,29.6,34.0,55.0,30.6,72,188,260,Tuesday,Summer
13739,2012-07-31,3,1,7,15,False,1,True,1,27.7,31.0,62.0,14.5,29,115,144,Tuesday,Summer
13740,2012-07-31,3,1,7,16,False,1,True,1,27.7,31.0,58.0,24.1,66,336,402,Tuesday,Summer
13741,2012-07-31,3,1,7,17,False,1,True,1,28.7,31.0,52.0,24.1,94,726,820,Tuesday,Summer
13742,2012-07-31,3,1,7,18,False,1,True,1,27.7,30.0,55.0,30.6,99,758,857,Tuesday,Summer
13743,2012-07-31,3,1,7,19,False,1,True,3,26.8,29.0,62.0,38.6,90,524,614,Tuesday,Summer
13744,2012-07-31,3,1,7,20,False,1,True,3,24.9,27.0,70.0,20.9,55,397,452,Tuesday,Summer
13745,2012-07-31,3,1,7,21,False,1,True,1,24.0,26.0,79.0,20.9,60,292,352,Tuesday,Summer
13746,2012-07-31,3,1,7,22,False,1,True,1,24.0,26.0,74.0,27.4,33,224,257,Tuesday,Summer
13747,2012-07-31,3,1,7,23,False,1,True,2,23.0,24.0,83.0,17.7,20,127,147,Tuesday,Summer
13748,2012-08-01,3,1,8,0,False,2,True,1,24.0,26.0,79.0,17.7,3,44,47,Wednesday,Summer
13749,2012-08-01,3,1,8,1,False,2,True,1,23.0,24.0,83.0,9.7,5,28,33,Wednesday,Summer
13750,2012-08-01,3,1,8,2,False,2,True,1,22.1,22.0,83.0,11.3,0,13,13,Wednesday,Summer
13751,2012-08-01,3,1,8,3,False,2,True,1,22.1,22.0,83.0,11.3,0,7,7,Wednesday,Summer
13752,2012-08-01,3,1,8,4,False,2,True,2,22.1,23.0,78.0,14.5,1,3,4,Wednesday,Summer
13753,2012-08-01,3,1,8,5,False,2,True,2,22.1,23.0,78.0,14.5,3,46,49,Wednesday,Summer
13754,2012-08-01,3,1,8,6,False,2,True,1,22.1,23.0,78.0,14.5,6,179,185,Wednesday,Summer
13755,2012-08-01,3,1,8,7,False,2,True,2,22.1,22.0,83.0,14.5,19,468,487,Wednesday,Summer
13756,2012-08-01,3,1,8,8,False,2,True,2,23.0,24.0,78.0,20.9,32,649,681,Wednesday,Summer
13757,2012-08-01,3,1,8,9,False,2,True,2,24.0,26.0,74.0,9.7,34,316,350,Wednesday,Summer
13758,2012-08-01,3,1,8,10,False,2,True,1,25.8,29.0,66.0,9.7,61,175,236,Wednesday,Summer
13759,2012-08-01,3,1,8,11,False,2,True,1,27.7,31.0,58.0,9.7,54,180,234,Wednesday,Summer
13760,2012-08-01,3,1,8,12,False,2,True,1,29.6,33.0,49.0,11.3,75,209,284,Wednesday,Summer
13761,2012-08-01,3,1,8,13,False,2,True,1,29.6,33.0,52.0,17.7,59,221,280,Wednesday,Summer
13762,2012-08-01,3,1,8,14,False,2,True,1,30.5,34.0,46.0,17.7,88,175,263,Wednesday,Summer
13763,2012-08-01,3,1,8,15,False,2,True,1,30.5,34.0,46.0,17.7,89,206,295,Wednesday,Summer
13764,2012-08-01,3,1,8,16,False,2,True,1,29.6,34.0,55.0,30.6,93,386,479,Wednesday,Summer
13765,2012-08-01,3,1,8,17,False,2,True,1,29.6,33.0,49.0,17.7,103,734,837,Wednesday,Summer
13766,2012-08-01,3,1,8,18,False,2,True,3,27.7,31.0,62.0,24.1,105,786,891,Wednesday,Summer
13767,2012-08-01,3,1,8,19,False,2,True,1,26.8,30.0,66.0,27.4,88,564,652,Wednesday,Summer
13768,2012-08-01,3,1,8,20,False,2,True,1,26.8,30.0,66.0,17.7,65,448,513,Wednesday,Summer
13769,2012-08-01,3,1,8,21,False,2,True,1,25.8,29.0,70.0,14.5,36,284,320,Wednesday,Summer
13770,2012-08-01,3,1,8,22,False,2,True,1,25.8,29.0,70.0,11.3,37,251,288,Wednesday,Summer
13771,2012-08-01,3,1,8,23,False,2,True,1,24.9,28.0,74.0,0.0,18,134,152,Wednesday,Summer
13772,2012-08-02,3,1,8,0,False,3,True,1,24.9,28.0,74.0,0.0,8,55,63,Thursday,Summer
13773,2012-08-02,3,1,8,1,False,3,True,1,24.0,26.0,79.0,11.3,6,36,42,Thursday,Summer
13774,2012-08-02,3,1,8,2,False,3,True,1,23.0,24.0,83.0,9.7,3,8,11,Thursday,Summer
13775,2012-08-02,3,1,8,3,False,3,True,1,23.0,24.0,83.0,0.0,0,6,6,Thursday,Summer
13776,2012-08-02,3,1,8,4,False,3,True,1,23.0,24.0,83.0,0.0,0,9,9,Thursday,Summer
13777,2012-08-02,3,1,8,5,False,3,True,1,23.0,23.0,89.0,14.5,4,37,41,Thursday,Summer
13778,2012-08-02,3,1,8,6,False,3,True,1,23.0,24.0,83.0,0.0,6,177,183,Thursday,Summer
13779,2012-08-02,3,1,8,7,False,3,True,1,24.9,28.0,79.0,0.0,21,452,473,Thursday,Summer
13780,2012-08-02,3,1,8,8,False,3,True,1,25.8,30.0,74.0,11.3,21,718,739,Thursday,Summer
13781,2012-08-02,3,1,8,9,False,3,True,1,27.7,32.0,66.0,11.3,31,312,343,Thursday,Summer
13782,2012-08-02,3,1,8,10,False,3,True,1,29.6,34.0,55.0,0.0,51,130,181,Thursday,Summer
13783,2012-08-02,3,1,8,11,False,3,True,1,30.5,35.0,52.0,11.3,59,167,226,Thursday,Summer
13784,2012-08-02,3,1,8,12,False,3,True,1,31.5,34.0,44.0,14.5,56,230,286,Thursday,Summer
13785,2012-08-02,3,1,8,13,False,3,True,1,32.4,36.0,44.0,24.1,98,212,310,Thursday,Summer
13786,2012-08-02,3,1,8,14,False,3,True,1,32.4,36.0,41.0,14.5,54,171,225,Thursday,Summer
13787,2012-08-02,3,1,8,15,False,3,True,1,28.7,33.0,62.0,49.9,68,202,270,Thursday,Summer
13788,2012-08-02,3,1,8,16,False,3,True,1,30.5,34.0,46.0,20.9,71,335,406,Thursday,Summer
13789,2012-08-02,3,1,8,17,False,3,True,1,30.5,35.0,52.0,27.4,90,775,865,Thursday,Summer
13790,2012-08-02,3,1,8,18,False,3,True,1,29.6,35.0,59.0,24.1,86,681,767,Thursday,Summer
13791,2012-08-02,3,1,8,19,False,3,True,1,29.6,36.0,63.0,17.7,98,509,607,Thursday,Summer
13792,2012-08-02,3,1,8,20,False,3,True,1,28.7,34.0,66.0,0.0,51,376,427,Thursday,Summer
13793,2012-08-02,3,1,8,21,False,3,True,1,27.7,32.0,66.0,24.1,41,301,342,Thursday,Summer
13794,2012-08-02,3,1,8,22,False,3,True,1,26.8,30.0,70.0,20.9,35,227,262,Thursday,Summer
13795,2012-08-02,3,1,8,23,False,3,True,1,25.8,29.0,70.0,27.4,25,152,177,Thursday,Summer
13796,2012-08-03,3,1,8,0,False,4,True,1,25.8,29.0,70.0,20.9,15,56,71,Friday,Summer
13797,2012-08-03,3,1,8,1,False,4,True,1,24.9,28.0,74.0,20.9,11,32,43,Friday,Summer
13798,2012-08-03,3,1,8,2,False,4,True,1,24.0,26.0,79.0,24.1,0,14,14,Friday,Summer
13799,2012-08-03,3,1,8,3,False,4,True,1,24.0,26.0,79.0,24.1,1,5,6,Friday,Summer
13800,2012-08-03,3,1,8,4,False,4,True,1,23.0,24.0,83.0,27.4,1,11,12,Friday,Summer
13801,2012-08-03,3,1,8,5,False,4,True,1,23.0,24.0,83.0,17.7,2,35,37,Friday,Summer
13802,2012-08-03,3,1,8,6,False,4,True,1,23.0,24.0,83.0,24.1,5,158,163,Friday,Summer
13803,2012-08-03,3,1,8,7,False,4,True,1,24.9,28.0,74.0,11.3,25,396,421,Friday,Summer
13804,2012-08-03,3,1,8,8,False,4,True,1,25.8,29.0,70.0,14.5,32,636,668,Friday,Summer
13805,2012-08-03,3,1,8,9,False,4,True,2,26.8,30.0,66.0,11.3,69,327,396,Friday,Summer
